date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:06	16112/16112	---M--	200	added ('OK')	application/javascript	etag:%22801e266f210d11:0%22	https://olympicpayroll.com/Themes/Terra/js/BindMENU.js	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/js/BindMENU.js	(from https://olympicpayroll.com/)
09:53:06	264/264	---M--	200	added ('OK')	application/javascript	etag:%22801e266f210d11:0%22	https://olympicpayroll.com/Themes/Terra/js/fix-responsive-WP8.js	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/js/fix-responsive-WP8.js	(from https://olympicpayroll.com/)
09:53:06	412/412	---M--	200	added ('OK')	application/javascript	etag:%22801e266f210d11:0%22	https://olympicpayroll.com/Themes/Terra/js/initilizations.js	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/js/initilizations.js	(from https://olympicpayroll.com/)
09:53:07	12017/12017	---M--	200	added ('OK')	application/javascript	etag:%22801e266f210d11:0%22	https://olympicpayroll.com/Themes/Terra/js/jquery.nivo.slider.pack.js	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/js/jquery.nivo.slider.pack.js	(from https://olympicpayroll.com/)
09:53:07	4420/4420	---M--	200	added ('OK')	image/png	etag:%2201befd45881d11:0%22	https://olympicpayroll.com/Media/Default/Photos/logo_long_handle.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/logo_long_handle.png	(from https://olympicpayroll.com/)
09:53:08	14914/14914	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2013:53:06%20GMT	https://olympicpayroll.com/payroll-main	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/payroll-main.html	(from https://olympicpayroll.com/)
09:53:08	17978/17978	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2013:53:08%20GMT	https://olympicpayroll.com/other-services	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/other-services.html	(from https://olympicpayroll.com/)
09:53:08	18191/18191	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2013:53:08%20GMT	https://olympicpayroll.com/getquote	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/getquote.html	(from https://olympicpayroll.com/)
09:53:09	14824/14824	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2013:53:08%20GMT	https://olympicpayroll.com/about-us	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/about-us.html	(from https://olympicpayroll.com/)
09:53:09	17777/17777	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2013:53:09%20GMT	https://olympicpayroll.com/contact-us	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/contact-us.html	(from https://olympicpayroll.com/)
09:53:10	373291/373291	---M--	200	added ('OK')	image/png	etag:%220f2f2db157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/free_woman12.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/free_woman12.png	(from https://olympicpayroll.com/)
09:53:10	7205/7205	---M--	200	added ('OK')	image/png	etag:%2280f1fe0157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/payroll_icon.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/payroll_icon.png	(from https://olympicpayroll.com/)
09:53:10	4153/4153	---M--	200	added ('OK')	image/png	etag:%2280f014e6157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/workerscomp_icon.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/workerscomp_icon.png	(from https://olympicpayroll.com/)
09:53:11	3872/3872	---M--	200	added ('OK')	image/png	etag:%2201f24dd157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/human_resource_icon.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/human_resource_icon.png	(from https://olympicpayroll.com/)
09:53:11	4899/4899	---M--	200	added ('OK')	image/png	etag:%22806981e2157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/timeAndAttendance_icon2.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/timeAndAttendance_icon2.png	(from https://olympicpayroll.com/)
09:53:11	10105/10105	---M--	200	added ('OK')	image/png	etag:%22805b5adb157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/flame_smaller5.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/flame_smaller5.png	(from https://olympicpayroll.com/)
09:53:12	7019/7019	---M--	200	added ('OK')	image/png	etag:%220d3e8e1157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/start_button_smaller2.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/start_button_smaller2.png	(from https://olympicpayroll.com/)
09:53:12	24484/24484	---M--	200	added ('OK')	image/png	etag:%220a6b7e0157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/puzzle-gray4.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/puzzle-gray4.png	(from https://olympicpayroll.com/)
09:53:13	4382/4382	---M--	200	added ('OK')	image/png	etag:%22001ae3157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/try-it-arrow3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/try-it-arrow3.png	(from https://olympicpayroll.com/)
09:53:13	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22011681bb7ed11:0%22	https://olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont.eot?v=4.4.0	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont93e3.eot	(from https://olympicpayroll.com/Themes/Terra/styles/css/font-awesome.min.css)
09:53:14	68875/68875	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22011681bb7ed11:0%22	https://olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfontd41d.eot	(from https://olympicpayroll.com/Themes/Terra/styles/css/font-awesome.min.css)
09:53:14	64464/64464	---M--	200	added ('OK')	font/woff2	etag:%2280a701cb7ed11:0%22	https://olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont.woff2?v=4.4.0	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont93e3.woff2	(from https://olympicpayroll.com/Themes/Terra/styles/css/font-awesome.min.css)
09:53:14	81284/81284	---M--	200	added ('OK')	font/x-woff	etag:%2280a701cb7ed11:0%22	https://olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont.woff?v=4.4.0	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont93e3.woff	(from https://olympicpayroll.com/Themes/Terra/styles/css/font-awesome.min.css)
09:53:15	138204/138204	---M--	200	added ('OK')	font/ttf	etag:%2280a701cb7ed11:0%22	https://olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont.ttf?v=4.4.0	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont93e3.ttf	(from https://olympicpayroll.com/Themes/Terra/styles/css/font-awesome.min.css)
09:53:15	355981/355981	---M--	200	added ('OK')	image/svg+xml	etag:%2280a701cb7ed11:0%22	https://olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont.svg?v=4.4.0	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/styles/fonts/fontawesome-webfont93e3.svg	(from https://olympicpayroll.com/Themes/Terra/styles/css/font-awesome.min.css)
09:53:16	2355/2355	---M--	200	added ('OK')	image/png	etag:%220e4361ab7ed11:0%22	https://olympicpayroll.com/Themes/Terra/Content/Images/bg.transp.tile-wavecut.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/Content/Images/bg.transp.tile-wavecut.png	(from https://olympicpayroll.com/Themes/Terra/Styles/site.css)
09:53:16	1610/1610	---M--	200	added ('OK')	image/gif	etag:%220e4361ab7ed11:0%22	https://olympicpayroll.com/Themes/Terra/Content/Images/search.gif	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Themes/Terra/Content/Images/search.gif	(from https://olympicpayroll.com/Themes/Terra/Styles/site.css)
09:53:17	61884/61884	---M--	200	added ('OK')	image/jpeg	etag:%2280365870c191d11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/window_bg_lowres.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/window_bg_lowres.jpg	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:17	259026/259026	---M--	200	added ('OK')	image/png	etag:%2280888bdc157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/handshake2.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/handshake2.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:17	151166/151166	---M--	200	added ('OK')	image/jpeg	etag:%2280c7dc4a8f83d11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/help_desk_three_people10.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/help_desk_three_people10.jpg	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:18	80014/80014	---M--	200	added ('OK')	image/jpeg	etag:%2202d4be4157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/try-it-bg3.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/try-it-bg3.jpg	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:18	67362/67362	---M--	200	added ('OK')	image/jpeg	etag:%228082f451c294d11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/calculator_pen_lowres.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/calculator_pen_lowres.jpg	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:18	242473/242473	---M--	200	added ('OK')	image/jpeg	etag:%2280d4c6d7157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/beyond_payroll9.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/beyond_payroll9.jpg	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:19	86943/86943	---M--	200	added ('OK')	image/png	etag:%2280f014e6157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/worker_helmet3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/worker_helmet3.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:19	25130/25130	---M--	200	added ('OK')	image/png	etag:%2280f1fe0157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/people_group4.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/people_group4.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:19	45146/45146	---M--	200	added ('OK')	image/png	etag:%22801f8d8157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/clock_bg2.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/clock_bg2.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:20	15236/15236	---M--	200	added ('OK')	image/png	etag:%22803c50e1157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/retirements_a.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/retirements_a.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:20	279532/279532	---M--	200	added ('OK')	image/png	etag:%220c5c1da157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/digital_border3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/digital_border3.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:21	39969/39969	---M--	200	added ('OK')	image/png	etag:%22803c50e1157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/restaurant_utinsils4.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/restaurant_utinsils4.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:21	84064/84064	---M--	200	added ('OK')	image/png	etag:%220f2f2db157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/globe2.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/globe2.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:21	13945/13945	---M--	200	added ('OK')	image/png	etag:%2209890d9157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/construction_icon3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/construction_icon3.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:22	14842/14842	---M--	200	added ('OK')	image/png	etag:%2280df36c74f84d11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/construction_sprite_smaller3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/construction_sprite_smaller3.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:22	11792/11792	---M--	200	added ('OK')	image/png	etag:%2280df36c74f84d11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/online_sprite_smaller3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/online_sprite_smaller3.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:22	17782/17782	---M--	200	added ('OK')	image/png	etag:%2280df36c74f84d11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/waiter_sprite_smaller3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/waiter_sprite_smaller3.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:23	3180/3180	---M--	200	added ('OK')	image/png	etag:%220a6b7e0157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/representativeBg2.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/representativeBg2.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:23	113348/113348	---M--	200	added ('OK')	image/jpeg	etag:%220a6b7e0157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/representative2.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/representative2.jpg	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:24	47290/47290	---M--	200	added ('OK')	image/png	etag:%2203e62e1389d11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/paint_splash_blue_smaller.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/paint_splash_blue_smaller.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:24	302988/302988	---M--	200	added ('OK')	image/png	etag:%2280f1fe0157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/payroll-features_03.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/payroll-features_03.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:24	27999/27999	---M--	200	added ('OK')	image/png	etag:%2207986df157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/payroll-features-bg2-d.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/payroll-features-bg2-d.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:25	34566/34566	---M--	200	added ('OK')	image/png	etag:%2204c55de157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/logo_flame_gray3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/logo_flame_gray3.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:25	130161/130161	---M--	200	added ('OK')	image/png	etag:%2280e2edde157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/mission-arrow2.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/mission-arrow2.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:26	485526/485526	---M--	200	added ('OK')	image/png	etag:%22802e29da157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/contact_us3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/contact_us3.png	(from https://olympicpayroll.com/Themes/Terra/Styles/custom.css)
09:53:26	19359/19359	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2013:53:25%20GMT	https://olympicpayroll.com/payroll-features2	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/payroll-features2.html	(from https://olympicpayroll.com/payroll-main)
09:53:26	15966/15966	---M--	200	added ('OK')	text/html	date:Thu,%2024%20Apr%202025%2013:53:25%20GMT	https://olympicpayroll.com/payroll-types	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/payroll-types.html	(from https://olympicpayroll.com/payroll-main)
09:53:27	205162/205162	---M--	200	added ('OK')	image/png	etag:%220c5c1da157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/doctors10.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/doctors10.png	(from https://olympicpayroll.com/other-services)
09:53:27	265796/265796	---M--	200	added ('OK')	image/png	etag:%22806981e2157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/time_clock3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/time_clock3.png	(from https://olympicpayroll.com/other-services)
09:53:28	133241/133241	---M--	200	added ('OK')	image/png	etag:%22803c50e1157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/retirement_w468.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/retirement_w468.png	(from https://olympicpayroll.com/other-services)
09:53:28	58894/58894	---M--	200	added ('OK')	image/png	etag:%22805b5adb157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/employee_screening4.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/employee_screening4.png	(from https://olympicpayroll.com/other-services)
09:53:28	226/226	---M--	200	added ('OK')	text/css	etag:%2205fda6eb7ed11:0%22	https://olympicpayroll.com/Modules/oforms/Styles/cmxform.css	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Modules/oforms/Styles/cmxform.css	(from https://olympicpayroll.com/getquote)
09:53:29	282766/282766	---M--	200	added ('OK')	application/javascript	etag:%2280d5c4d7117ed11:0%22	https://olympicpayroll.com/Modules/Orchard.jQuery/scripts/jquery-1.11.1.js	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Modules/Orchard.jQuery/scripts/jquery-1.11.1.js	(from https://olympicpayroll.com/getquote)
09:53:29	94752/94752	---M--	200	added ('OK')	image/png	etag:%2280854de51089d11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/best_price6.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/best_price6.png	(from https://olympicpayroll.com/getquote)
09:53:30	21135/21135	---M--	200	added ('OK')	application/javascript	etag:%22032a96db7ed11:0%22	https://olympicpayroll.com/Modules/oforms/scripts/jquery.validate.min.js	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Modules/oforms/scripts/jquery.validate.min.js	(from https://olympicpayroll.com/getquote)
09:53:30	8344/8344	---M--	200	added ('OK')	application/javascript	etag:%22032a96db7ed11:0%22	https://olympicpayroll.com/Modules/oforms/scripts/additional-methods.min.js	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Modules/oforms/scripts/additional-methods.min.js	(from https://olympicpayroll.com/getquote)
09:53:31	145011/145011	---M--	200	added ('OK')	image/jpeg	etag:%2280e2edde157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/OlympicOffice_smaller.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/OlympicOffice_smaller.jpg	(from https://olympicpayroll.com/about-us)
09:53:31	49506/49506	---M--	200	added ('OK')	image/png	etag:%220d3e8e1157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/table_sign_free_quote.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/table_sign_free_quote.png	(from https://olympicpayroll.com/contact-us)
09:53:32	5601/5601	---M--	200	added ('OK')	image/png	etag:%22801f8d8157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/checkmark_blue.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/checkmark_blue.png	(from https://olympicpayroll.com/payroll-features2)
09:53:32	5069/5069	---M--	200	added ('OK')	image/png	etag:%2204c55de157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/leaf.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/leaf.png	(from https://olympicpayroll.com/payroll-features2)
09:53:32	145791/145791	---M--	200	added ('OK')	image/png	etag:%2280b5bcdd157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/imac_computer_w468.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/imac_computer_w468.png	(from https://olympicpayroll.com/payroll-features2)
09:53:33	164444/164444	---M--	200	added ('OK')	image/png	etag:%2280b5bcdd157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/integration_w468.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/integration_w468.png	(from https://olympicpayroll.com/payroll-features2)
09:53:33	6953/6953	---M--	200	added ('OK')	image/png	etag:%22801f8d8157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/checkmark_marble_b3.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/checkmark_marble_b3.png	(from https://olympicpayroll.com/payroll-features2)
09:53:34	107255/107255	---M--	200	added ('OK')	image/png	etag:%2204c55de157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/ipad_iphone_w468-1.png	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/ipad_iphone_w468-1.png	(from https://olympicpayroll.com/payroll-features2)
09:53:34	100558/100558	---M--	200	added ('OK')	image/jpeg	etag:%220a6b7e0157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/restaurant.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/restaurant.jpg	(from https://olympicpayroll.com/payroll-types)
09:53:34	101171/101171	---M--	200	added ('OK')	image/jpeg	etag:%2280888bdc157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/help_desk2.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/help_desk2.jpg	(from https://olympicpayroll.com/payroll-types)
09:53:35	146856/146856	---M--	200	added ('OK')	image/jpeg	etag:%2209890d9157ed11:0%22	https://olympicpayroll.com/Media/Default/Photos/Site/construction2.jpg	C:/My%20Web%20Sites/olympicpayroll.com/olympicpayroll.com/Media/Default/Photos/Site/construction2.jpg	(from https://olympicpayroll.com/payroll-types)
